SMILES,LIBRARY,ANTIBIOTIC_ACTIVITY
N12C(C(=O)O)=CCS[C@]1([H])[C@H](NC(=O)C(=CCC(=O)O)C1N=C(N)SC=1)C2=O,MCULE,0.58493874
N1(C2CC2)C2=C(C=C(F)C(N3C[C@]4([H])CCCN[C@]4([H])C3)=C2O)C(=O)C(C(O)=O)=C1,MCULE,0.67809477
N12[C@]([H])(C(=O)N[C@@H](C)C(O)=O)C(SC1C1=C(C=CC=C1)C2=O)(C)C,MCULE,0.43864871
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1C=NN(CC)C=1C,MCULE,0.6392557
N12C(C(O)=O)C(SC1C(NC(=O)C(C)CN1C(C)=C(C(C)=N1)Br)C2=O)(C)C,MCULE,0.7574516
N12C(C(O)=O)C(SC1C(NC(=O)C1=C(Cl)C(=NN1C)C)C2=O)(C)C,MCULE,0.71865438
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=CC=NN1C,MCULE,0.55866852
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=NN(C=C1Br)C,MCULE,0.62385622
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=NN(C=C1Cl)C,MCULE,0.64380113
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C=CN(C)N=1,MCULE,0.70694371
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C=CN(C)N=1,MCULE,0.56742704
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C=CN(CC)N=1,MCULE,0.70446203
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C=C1Cl)C,MCULE,0.64643412
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C=NN(C)C=1C,MCULE,0.70041513
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=NN(C=C1Cl)C,MCULE,0.72616799
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C=NN(C)C=1C,MCULE,0.5787367
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=C(Br)C=NN1CC,MCULE,0.72423218
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(Br)C=NN1CC,MCULE,0.68035629
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1N(CC)N=CC=1N(=O)=O,MCULE,0.64012005
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1N(CC)N=CC=1N(=O)=O,MCULE,0.70892695
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=C(Cl)C(=NN1C)C,MCULE,0.70798284
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=CN(N=C1C1C=CC=CC=1)C1=CC=CC=C1,MCULE,0.40590242
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CN(N=C1C1C=CC=CC=1)C1=CC=CC=C1,MCULE,0.48487817
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C(Cl)=C(N(C)N=1)C,MCULE,0.71036934
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=NN(C(C)=C1N(=O)=O)C,MCULE,0.64303224
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(Cl)C=NN1C,MCULE,0.64216042
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=C(Br)C=NN1C,MCULE,0.72674249
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C(Br)=C(N(C)N=1)C,MCULE,0.71410619
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=C(Br)C(=NN1C)C,MCULE,0.61558557
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C=C1Cl)CC,MCULE,0.67106137
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=C(Br)C(=NN1C)C,MCULE,0.71017812
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(Br)C(=NN1C)C,MCULE,0.67334699
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=C(Br)C=NN1CC,MCULE,0.61651008
OC(C1SC(C(N2CCN(C3C=CC(F)=CC=3Cl)CC2)=O)=CC=1)=O,MCULE,0.41833045
C(=C(/SC)\SC)/C(=O)C(OC)OC,MCULE,0.46588619
C1(NC(=O)OCC2(COC(OC2)(C)C)N(=O)=O)C(SC)=NSC=1SC,MCULE,0.46835595
OC(C1=C(NC(CSC2N(CC=C)C(C3CS(=O)(=O)CC3)=NN=2)=O)C=C(Cl)C=C1)=O,MCULE,0.47084961
C1S[C@]2([H])[C@H](NC(C(C3=CSC(N)=N3)=NOC)=O)C(=O)N2C(C(O)=O)=C1CN1N(CCO)C(=N)C=C1,MCULE,0.49431816
S(=O)(=O)(O)O.C1S[C@]2([H])[C@H](NC(C(C3=CSC(N)=N3)=NOC)=O)C(=O)N2C(C(O)=O)=C1CN1N(CCO)C(=N)C=C1,MCULE,0.43106877
[C@@H]1(O)[C@@]([H])([C@H](NC([C@H]2N(C)C[C@H](CCC)C2)=O)[C@H](O)C)O[C@H](SC)[C@H](O)[C@H]1O,MCULE,0.49273668
Cl.[C@@H]1(O)[C@@]([H])([C@H](NC([C@H]2N(C)C[C@H](CCC)C2)=O)[C@H](O)C)O[C@H](SC)[C@H](O)[C@H]1O,MCULE,0.52888534
N12C(=O)[C@](NC(=O)C(C3=CSC(N)=N3)=NOC)([H])[C@@]1([H])SCC(CSC(=O)C1=CC=CO1)=C2C(=O)O,MCULE,0.6397982
Cl.N12C(=O)[C@](NC(=O)C(C3=CSC(N)=N3)=NOC)([H])[C@@]1([H])SCC(CSC(=O)C1=CC=CO1)=C2C(=O)O,MCULE,0.66758955
N1(S(C)(=O)=O)CCN(C(N[C@@H](C2C=CC=CC=2)C(N[C@H]2C(=O)N3[C@H](C(=O)[O-])C(C)(C)S[C@@]23[H])=O)=O)C1=O,MCULE,0.67616766
[Na+].N1(S(C)(=O)=O)CCN(C(N[C@@H](C2C=CC=CC=2)C(N[C@H]2C(=O)N3[C@H](C(=O)[O-])C(C)(C)S[C@@]23[H])=O)=O)C1=O,MCULE,0.76105452
[Na+].N12C([C@@H](NC(=O)C(=NOC)C3=CSC(N)=N3)[C@@]1([H])SCC(COC(=O)C)=C2C([O-])=O)=O,MCULE,0.72160464
N12C([C@@H](NC(=O)C(=NOCC(=O)O)C3=CSC(N)=N3)[C@@]1([H])SCC(C=C)=C2C(=O)O)=O,MCULE,0.60049822
CON=C(C1OC=CC=1)C(N[C@@H]1C(=O)N2[C@@H]1SCC(COC(N)=O)=C2C(O)=O)=O,MCULE,0.63544452
[Na+].N12[C@@]([H])([C@H](NC(C(C3=CC=CO3)=NOC)=O)C1=O)SCC(COC(=O)N)=C2C([O-])=O,MCULE,0.78484115
[C@@]12([H])[C@H](NC(=O)C(C3=CSC(N)=N3)=NOC)C(=O)N1C(C(O)=O)=C(CSC1N(C)N=NN=1)CS2,MCULE,0.71520481
CN(C(C1CC(=O)N(C2C=CC(F)=CC=2F)C1)=O)CC1OC(C)=C(C(=O)O)C=1,MCULE,0.45032438
OC(C1C=CC=C(N2CCC(C(NC3C=CC(F)=C(Cl)C=3)=O)CC2)N=1)=O,MCULE,0.42569171
N1=C(C=CC(Cl)=C1C(O)=O)N1CCN(C(=O)C1)C1C=C(C)C=C(C)C=1,MCULE,0.44781228
N12C(C(=O)[O-])C(SC1C(NC(=O)C(C1C=CC=CC=1)NC(=O)N1CCNC1=O)C2=O)(C)C.[Na+],MCULE,0.83584245
OC(C1C(F)=CC=C(NCC2N=NN(C3C(Cl)=CC(F)=CC=3)C=2)C=1)=O,MCULE,0.42914651
COC1C(N2CCN(C3N=NC(C(=O)O)=CC=3)CC2)=CC=C(F)C=1,MCULE,0.4830806
OC(C1N=C(CNC(C2CC(=O)N(C3C=CC(Cl)=C(F)C=3)C2)=O)SC=1)=O,MCULE,0.51890807
CC1N(C2C=CC(Cl)=CC=2F)N=NC=1C(N1CC(CC(=O)O)OCC1)=O,MCULE,0.45437159
OC(C1C=CC=C(N2CCN(C3C=C(F)C=CC=3F)CC2)N=1)=O,MCULE,0.50939454
C1(=CC=C(O1)C(=O)NN1C=NN=C1)N(=O)=O,MCULE,0.53776381
CC1N(C2C=CC(F)=C(Cl)C=2)N=NC=1C(N1CC(CC(=O)O)OCC1)=O,MCULE,0.42001429
N12C(C(O)=O)=C(COC(C)=O)CS[C@]1([H])[C@](C2=O)([H])NC(=O)C(=NOC)C1=CSC(N)=N1,MCULE,0.57457198
C1(C(O)=O)=CN(CC)C2C(=CC(=C(N3CCN(CC3)C(=O)C3=CC=CC=N3)C=2)F)C1=O,MCULE,0.41593418
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1C=CN(CC)N=1,MCULE,0.60700543
[NH+](CC)(CC)CCOC(=O)[C@H]1C(C)(C)S[C@@]2([H])N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1,MCULE,0.49582219
[I-].[NH+](CC)(CC)CCOC(=O)[C@H]1C(C)(C)S[C@@]2([H])N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1,MCULE,0.54672536
CSC1=C(SC)SC(=O)S1,MCULE,0.5860993
C1(C(=O)C2=CC=C(C=C2OC)OC)C(SC)N(C(=O)C=1CC(O)=O)C,MCULE,0.41175247
C1(C(=O)C2=CC=CO2)C(SC)N(C(=O)C=1CC(O)=O)CC1CCCO1,MCULE,0.40419583
C1(C(=O)C2=CC=C(C(OC)=C2)OC)C(SC)N(C(=O)C=1CC(O)=O)CC1CCCO1,MCULE,0.40850019
C1(C(=O)C2=CC=CC=N2)C(SC)N(C(=O)C=1CC(O)=O)CC1CCCO1,MCULE,0.43899051
C1(C(=O)C2=CC=CN=C2)C(SC)N(C(=O)C=1CC(O)=O)CC1CCCO1,MCULE,0.41501383
C1(C(C2=CC=NC=C2)=O)C(SC)N(C(=O)C=1CC(O)=O)CC1CCCO1,MCULE,0.41876505
N1(C)C(=O)C(SC1=O)=CC1=CC=C(C2=CC=C(C(Cl)=C2)C(O)=O)O1,MCULE,0.40545794
C1(=CC=C(C(O)=O)O1)N(=O)=O,MCULE,0.40481869
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(Cl)C(=NN1C)C,MCULE,0.65688581
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1C=NN(C)C=1,MCULE,0.57742327
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=CC(=NN1C)C,MCULE,0.59511619
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C(C(F)(F)F)=C1Br)C,MCULE,0.61342773
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=CN(N=C1C)C,MCULE,0.57529997
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1C(C)=NN(C2C=CC=CC=2)C=1C,MCULE,0.557106
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1N(C)N=C(C(F)(F)F)C=1,MCULE,0.67226211
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C(C(F)(F)F)=C1)C,MCULE,0.54671478
N12C(C(=O)NCC(C)C)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C(Br)=C(N(C)N=1)C,MCULE,0.43244596
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CN(N=C1C)CC,MCULE,0.69553507
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1N(C)N=C(C)C=1N(=O)=O,MCULE,0.69321018
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(C)N(N=C1C)C,MCULE,0.61677712
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C(C(F)(F)F)=C1Cl)C,MCULE,0.57485817
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C(C)=NN(C(F)F)C=1C,MCULE,0.63431992
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=NN(C(C(F)(F)F)=C1Br)C,MCULE,0.60100061
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1=C(Cl)C=NN1CC,MCULE,0.67090191
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1N(C)N=C(C)C=1N(=O)=O,MCULE,0.64468448
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=NN(C(C(F)(F)F)=C1)C,MCULE,0.58541027
N12C(C(O)=O)=C(CSC3=NN=C(C4C=NN(CC)C=4)N3CC)CSC1C(C2=O)N,MCULE,0.6034406
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C=NN(C)C=1,MCULE,0.56709321
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CN1C=CC(C)=N1,MCULE,0.59215991
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C=C(C(N(=O)=O)=N1)Br,MCULE,0.64660939
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CN1C=C(C(C)=N1)Cl,MCULE,0.64570772
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C)=N1)Br,MCULE,0.57095839
N12C(C(=O)NCC(C)C)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C=C1N(=O)=O)C,MCULE,0.51055998
N12C(C(NCCC)=O)=C(C)CSC1C(C2=O)NC(=O)C1=NN(C=C1N(=O)=O)C,MCULE,0.50957352
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)C1N(C)N=CC=1N(=O)=O,MCULE,0.70268855
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1N=CC(N(=O)=O)=C1C,MCULE,0.60931174
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C)=N1)N(=O)=O,MCULE,0.60180378
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1N(C)N=CC=1N(=O)=O,MCULE,0.65058389
N12C(C(O)=O)=C(C)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C)=N1)Br,MCULE,0.63647509
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C=NN2C(=CC(C3CC3)=NC=12)C(F)F,MCULE,0.55495398
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C=C(C(C)=N1)N(=O)=O,MCULE,0.60860763
N12C(C(O)=O)C(SC1C(NC(=O)CCN1C=C(C(C)=N1)N(=O)=O)C2=O)(C)C,MCULE,0.77206881
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C(F)(F)F)=N1)Cl,MCULE,0.63128784
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C(F)(F)F)=N1)Cl,MCULE,0.57817079
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=CC=NN1C(F)F,MCULE,0.60564627
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C(C)N1N=C(C(N(=O)=O)=C1)C,MCULE,0.64422065
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CCN1C(C)=C(C(C(F)(F)F)=N1)Br,MCULE,0.58390465
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CCN1C(C2CC2)=C(C(C(F)(F)F)=N1)Cl,MCULE,0.55071205
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1C=CN(C(F)F)N=1,MCULE,0.60759112
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C(C)CN1N=CC(N(=O)=O)=C1,MCULE,0.61765967
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C(C)N1N=C(C(Cl)=C1C1CC1)C(F)(F)F,MCULE,0.52571198
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CN1C(C)=C(C(C(F)(F)F)=N1)Br,MCULE,0.67205442
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C(C)N1C(C)=C(C=N1)Cl,MCULE,0.6378925
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)CN1C(C)=C(C(C(F)(F)F)=N1)Br,MCULE,0.60349384
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C(C)N1N=C(C(Br)=C1C1CC1)C(F)(F)F,MCULE,0.59417599
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C(C)N1N=C(C(Br)=C1C1CC1)C(F)(F)F,MCULE,0.52798802
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2=CC=C(C=C2)Br)O1,MCULE,0.6418772
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2C=CC(=CC=2Cl)Br)O1,MCULE,0.69914112
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2=C(Cl)C=C(C=C2Cl)Cl)O1,MCULE,0.69401278
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=CC=C(COC2=CC=CC=C2C)O1,MCULE,0.43799061
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2C=CC(=CC=2Cl)N(=O)=O)O1,MCULE,0.60643246
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2C=CC(=CC=2N(=O)=O)C)O1,MCULE,0.56874485
N12C(C(O)=O)=C(COC(C)=O)CSC1C(C2=O)NC(=O)C1=CC=C(COC2=C(Cl)C=CC(=C2)N(=O)=O)O1,MCULE,0.51712408
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1=CC=C(COC2=C(Cl)C=CC(=C2)N(=O)=O)O1,MCULE,0.60674066
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)C(C)N1N=C(C(Cl)=C1C)C)COC(=O)C,MCULE,0.63635456
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)C(C)N1N=C(N(=O)=O)C=C1C)COC(=O)C,MCULE,0.6489307
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CN1N=C(C(Br)=C1C)C)COC(=O)C,MCULE,0.62337354
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)C(C)CN1C(C)=CC(=N1)N(=O)=O)COC(=O)C,MCULE,0.62259525
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CCN1N=C(C(=C1)N(=O)=O)OC)COC(=O)C,MCULE,0.67042139
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)C(C)N1N=C(C=C1C)C(F)(F)F)COC(=O)C,MCULE,0.61233204
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CCCN1N=CC(N(=O)=O)=C1)COC(=O)C,MCULE,0.61135024
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CN1N=C(C(F)F)C=C1C)COC(=O)C,MCULE,0.6185258
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CCN1C(C)=CC(=N1)N(=O)=O)COC(=O)C,MCULE,0.61591421
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)C1=NN(C=C1)CC)COC(=O)C,MCULE,0.56708364
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CCN1C=C(C(C)=N1)Cl)COC(=O)C,MCULE,0.60746563
C1(C(=O)O)=C(CSC2C(C(N21)=O)NC(=O)CN1C(C)=CC(=N1)C(F)(F)F)COC(=O)C,MCULE,0.60574556
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CCN1C(C)=CC(N(=O)=O)=N1,MCULE,0.68984241
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C(C)N1C(C)=C(C(C)=N1)Cl,MCULE,0.71262396
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CCN1C=C(C(C)=N1)Cl,MCULE,0.69391493
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CCN1C=CC(N(=O)=O)=N1,MCULE,0.70300444
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)CN1C(C)=C(C(C)=N1)Br,MCULE,0.72746227
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)C(C)CN1C(C)=C(C(C)=N1)Cl,MCULE,0.7182253
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C(CC)N1C(C)=C(C(C)=N1)Cl,MCULE,0.70214763
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CN1C(C)=CC(C(F)(F)F)=N1,MCULE,0.67221843
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)C(CC)N1C(C)=C(C(C)=N1)Cl,MCULE,0.72076244
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)CN1C(C)=C(C(C)=N1)Cl,MCULE,0.72838301
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)CN1C(C)=CC(C(F)(F)F)=N1,MCULE,0.69911055
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)C(C)N1C=C(C(OC)=N1)N(=O)=O,MCULE,0.7692953
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C1C=NN(CC)C=1,MCULE,0.70724189
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)CN1C(C)=CC(C)=N1,MCULE,0.69542566
N12C(C(O)=O)=C(CSC3=NN=NN3C)CSC1C(C2=O)NC(=O)C(C)N1C(C)=CC(C(F)(F)F)=N1,MCULE,0.6993814
N12C(C(O)=O)=C(CSC3=NN=C(C)S3)CSC1C(C2=O)NC(=O)C(C)N1C=C(C(C)=N1)Cl,MCULE,0.7280688
CSP(SC)(OC1=C(Cl)C=C(Cl)C(Cl)=N1)=O,MCULE,0.43362408
C1(C(O)=O)=CN(CCCCCC)C2=C(C=C(C(N3CCN(CC3)C(OCC)=O)=C2)F)C1=O,MCULE,0.42366622
C1(C(O)=O)=CN(C2CC2)C2=C(C=C(C(N3CCN(CC3)C(=O)C3C=CC=C(Cl)C=3)=C2)F)C1=O,MCULE,0.5715562
OC(C1C=NC(C(N2CCN(C3N=CC(Cl)=CC=3Cl)CC2)=O)=CN=1)=O,MCULE,0.42071422
OC(C1C=NC(C(N2CCN(C3C=CC(F)=CC=3Cl)CC2)=O)=CN=1)=O,MCULE,0.50797719
O=C(O)C1=C(CS[C@]2([C@@H](C(=O)N12)NC(=O)C(=NOC)C1OC=CC=1)[H])CO/C(=N/O)/N,MCULE,0.56435164
C12N3[C@H](COC1=C(C(F)=CC=2C(=O)C(C(=O)O)=C3)C1(N)CC1)C,MCULE,0.57056558
N12[C@@]([H])([C@H](NC(=O)C(C3=CSC(N)=N3)=NOC)C1=O)SCC(CN1C=CC(=N)N1CCO)=C2C(O)=O,MCULE,0.50232054
N12[C@@]([H])([C@H](NC(=O)C(C3=CSC(N)=N3)=NOC)C1=O)SCC(CN1C=CC(=N)N1CCO)=C2C(O)=O.S(O)(O)(=O)=O,MCULE,0.43800527
N12C([C@@H](NC(=O)C(=NOC)C3N=C(N)SC=3)[C@H]1SCC(CSC1=NC(C([O-])=NN1C)=O)=C2C([O-])=O)=O.[Na+].[Na+],MCULE,0.76544398
[H]Cl.CC1CS[C@]2([H])[C@@H](C(=O)N2C=1C(=O)O)NC(=O)[C@@H](C1=CC=CC=C1)N,MCULE,0.53326114
O=C(O)C1C(=O)C2C3=C(C(=C(C=2)F)N2CCN(C)CC2)OC[C@H](C)N3C=1.OS(C)(=O)=O,MCULE,0.59993686
O1C(C2OC(N)=NN=2)=CC=C1N(=O)=O,MCULE,0.4627959
[C@H](CC(N1CCC[C@H]1[C@@H]([C@@H](C)C(N[C@H](C([O-])=O)CC1=CC=CC=C1)=O)OC)=O)(OC)[C@H]([C@@H](C)CC)N(C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC)C.[Na+],MCULE,0.44591305
CC(OC(N1CCN(C2=C(F)C=C3C(N(C4CC4)C=C(C3=O)C(O)=O)=C2)CC1)=O)(C)C,MCULE,0.54693733
C1(C(O)=O)=CN(N=N1)[C@@H]1CN[C@@H](C1)C(=O)NC1C=C(Cl)C=CC=1N(C)C,MCULE,0.48551594
CN1NC(=O)C(=O)N=C1SCC1CS[C@@H]2[C@H](NC(/C(/C3N=C(N)SC=3)=N\OC)=O)C(=O)N2C=1C([O-])=O.[Na+],MCULE,0.6670565
CC1(C)S[C@@H]2[C@H](NC([C@@H](N)C3C=CC=CC=3)=O)C(=O)N2[C@H]1C(OCOC([C@@H]1N2C(C[C@H]2S(=O)(=O)C1(C)C)=O)=O)=O,MCULE,0.59008743
C([C@H]1C(S[C@]2([H])[C@H](NC(=O)[C@@H](C3C=CC=CC=3)N)C(=O)N12)(C)C)(=O)OCC1=C(OC(=O)O1)C,MCULE,0.54498942
C([C@H]1C(S[C@]2([H])[C@H](NC(=O)[C@@H](C3C=CC=CC=3)N)C(=O)N12)(C)C)(=O)OCC1=C(OC(=O)O1)C.Cl,MCULE,0.56224334
[N+]12CC(SC3[C@H](C)[C@@]4([H])N(C([C@]4([H])[C@H](O)C)=O)C=3C([O-])=O)CN1C=NC=2,MCULE,0.4735351
C(C)(C)[C@H](N(C)C)C(N[C@H](C(N([C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1[C@]([H])([C@H](OC)[C@@H](C)C(=O)N[C@H](C(O)=O)CC2C=CC=CC=2)CCC1)OC)C)=O)C(C)C)=O,MCULE,0.42151823
N1(C2=NC=CS2)C2=C(C=CC(N3C[C@H](NC)[C@@H](OC)C3)=N2)C(=O)C(C(O)=O)=C1.[H]Cl,MCULE,0.44071815
CC1(C)S[C@H]2N(C(=O)[C@H]2NC(=O)CC2=CC=CC=C2)[C@H]1C(O)=O,MCULE,0.69599881
N12[C@@]([H])([C@H](NC(CC3=CC=CC=C3)=O)C1=O)SC(C)(C)[C@@H]2C([O-])=O.[K+],MCULE,0.80241877
[Na+].C([C@H]1C(S[C@]2([H])[C@H](NC(=O)[C@@H](C3C=CC(O)=CC=3)N)C(=O)N12)(C)C)(=O)[O-],MCULE,0.76803965
